feedback_text,created_at,category,source,rating
Cannot download research papers from library digital section due to no Wi-Fi.,2026-08-10 14:28:43,Library,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-10 14:48:22,Security,email,2
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-10 14:58:08,Hostel,support ticket,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-10 15:06:20,Fees,review,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-10 15:25:42,Security,support ticket,5
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-10 15:38:13,Academics,review,2
professors are approachable during designated office consultation hours,2026-08-10 15:52:48,Academics,feedback form,5
long queues at student welfare window due to single staff member operating,2026-08-10 16:00:19,Administration,survey,2
"transcript request was processed within 2 working days, very impressed",2026-08-10 16:18:18,Administration,email,5
Department lab computers cannot access intranet because academic Wi-Fi is failing.,2026-08-10 17:05:31,Academics,feedback form,1
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-10 17:08:58,Transportation,review,4
Fees payment portal debited my account twice!! Kindly revert the amount quickly.,2026-08-10 17:13:56,Administration,email,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-10 17:56:41,Cafeteria,email,1
Wi-Fi in hostel common room has been down for three days straight.,2026-08-10 18:09:29,Hostel,support ticket,1
faculty feedback process is transparent and taken seriously by HOD,2026-08-10 18:11:40,Academics,email,4
cultural fest organization was seamless and guest lectures were inspiring,2026-08-10 18:48:04,Events,support ticket,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-10 19:14:12,Academics,email,2
weekend transit schedule should include an extra night service from metro station,2026-08-10 19:20:48,Transportation,survey,3
late fee penalty policy is too rigid when bank server transactions fail,2026-08-10 20:18:40,Fees,feedback form,2
schedule for end semester practical exams overlaps with elective test,2026-08-10 20:29:09,Academics,email,2
Drainage in ground floor washroom gets clogged every few days.,2026-08-10 21:13:34,Hostel,feedback form,2
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-10 21:30:33,Hostel,feedback form,1
"Cafeteria dosa counter service has improved significantly this semester, kudos!",2026-08-10 21:39:16,Fees,feedback form,2
campus grounds are kept remarkably green and litter-free,2026-08-10 22:13:07,Cleanliness,email,5
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-08-10 22:15:19,Academics,email,5
cricket nets require replacement as the netting has torn at several places,2026-08-10 22:28:37,Sports,review,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-10 23:42:42,Cleanliness,email,2
"wifi disconnect issue in reading hall again and again, plz fix ASAP",2026-08-10 23:52:53,Library,review,2
campus grounds are kept remarkably green and litter-free,2026-08-11 00:04:26,Cleanliness,email,5
badminton court wooden flooring has been maintained in top shape,2026-08-11 00:15:32,Sports,review,5
late fee penalty policy is too rigid when bank server transactions fail,2026-08-11 00:23:08,Fees,review,2
water coolers on third floor are functioning smoothly and chilled,2026-08-11 00:33:48,Facilities,survey,4
restrooms in ground floor management block need more frequent checks,2026-08-11 01:14:30,Cleanliness,review,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-11 01:38:41,Fees,support ticket,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-11 02:02:37,Fees,email,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-11 03:05:53,Transportation,email,4
"street lights near basketball court are flickering, feels unsafe at night",2026-08-11 03:07:14,Security,review,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-11 03:26:05,Transportation,support ticket,2
online fee receipt generation is instant and hassle-free,2026-08-11 03:28:32,Fees,survey,4
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-11 04:27:05,Transportation,feedback form,4
acoustics in the main auditorium were distorted during the musical evening,2026-08-11 04:59:47,Events,email,3
online fee receipt generation is instant and hassle-free,2026-08-11 05:21:17,Fees,email,4
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-11 05:52:21,Cleanliness,feedback form,2
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-11 06:06:12,Hostel,review,1
need more copies of the latest edition algorithms reference book,2026-08-11 06:54:38,Library,support ticket,3
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-11 07:28:00,Hostel,survey,1
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-11 07:49:29,Hostel,survey,2
badminton court wooden flooring has been maintained in top shape,2026-08-11 07:49:56,Sports,survey,5
schedule for end semester practical exams overlaps with elective test,2026-08-11 08:30:29,Academics,support ticket,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-11 08:56:34,Security,support ticket,2
professors are approachable during designated office consultation hours,2026-08-11 09:09:17,Academics,feedback form,5
long queues at student welfare window due to single staff member operating,2026-08-11 09:22:44,Administration,feedback form,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-11 10:46:50,Cafeteria,feedback form,1
online fee receipt generation is instant and hassle-free,2026-08-11 10:51:47,Fees,email,4
Continuous wi-fi dropouts while studying on 2nd floor of library,2026-08-11 11:08:14,Library,support ticket,1
weekend transit schedule should include an extra night service from metro station,2026-08-11 11:13:44,Transportation,survey,3
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-11 11:23:42,Hostel,email,1
Drainage in ground floor washroom gets clogged every few days.,2026-08-11 11:39:26,Hostel,feedback form,2
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-08-11 11:46:40,Hostel,support ticket,2
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-11 12:05:05,Hostel,support ticket,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-11 12:16:36,Transportation,email,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-11 12:29:32,Events,survey,5
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-11 12:46:24,Facilities,email,5
online fee receipt generation is instant and hassle-free,2026-08-11 12:48:53,Fees,survey,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-11 13:06:04,Transportation,feedback form,2
classroom projectors in block 2 have low lamp brightness,2026-08-11 13:40:44,Facilities,support ticket,2
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-11 14:18:43,Facilities,feedback form,5
restrooms in ground floor management block need more frequent checks,2026-08-11 14:32:14,Cleanliness,support ticket,2
"transcript request was processed within 2 working days, very impressed",2026-08-11 14:34:19,Administration,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-11 14:35:45,Events,review,3
elevator in engineering block was under maintenance during morning rush,2026-08-11 14:49:52,Facilities,review,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-11 15:10:05,Cleanliness,review,2
faculty feedback process is transparent and taken seriously by HOD,2026-08-11 15:24:37,Academics,support ticket,4
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-11 15:50:04,Transportation,survey,4
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-11 16:07:51,Hostel,email,1
need more copies of the latest edition algorithms reference book,2026-08-11 16:33:08,Library,feedback form,3
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-11 17:19:53,Cleanliness,feedback form,2
need more copies of the latest edition algorithms reference book,2026-08-11 17:44:12,Library,email,3
faculty feedback process is transparent and taken seriously by HOD,2026-08-11 17:58:57,Academics,survey,4
cultural fest organization was seamless and guest lectures were inspiring,2026-08-11 18:23:00,Events,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-11 18:29:35,Events,survey,3
classroom projectors in block 2 have low lamp brightness,2026-08-11 19:11:25,Facilities,support ticket,2
weekend transit schedule should include an extra night service from metro station,2026-08-11 19:21:28,Transportation,support ticket,3
juice bar offers great healthy options at subsidized student rates,2026-08-11 19:23:22,Cafeteria,email,5
Wi-Fi in hostel common room has been down for three days straight.,2026-08-11 19:52:13,Hostel,support ticket,2
morning breakfast poha and upma are quite decent and fresh,2026-08-11 20:00:47,Cafeteria,feedback form,4
mess cutlery is often greasy and not cleaned thoroughly,2026-08-11 20:11:31,Cafeteria,support ticket,1
online fee receipt generation is instant and hassle-free,2026-08-11 20:24:58,Fees,email,4
elevator in engineering block was under maintenance during morning rush,2026-08-11 20:39:52,Facilities,review,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-11 21:30:12,Cafeteria,support ticket,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-11 21:36:29,Security,survey,5
cricket nets require replacement as the netting has torn at several places,2026-08-11 21:46:00,Sports,feedback form,2
